"ProductID","ProductName","ProductBrand","Gender","Price","Description","PrimaryColor"
"10001887","AIGNER Men Platinum Eau De Toilette Perfume 100 ml","AIGNER","Men","3640","NotesTop notes Mandarin, bergamot, ozonic, orange, tamarind, cardamom, black pepper, clove tones and crisp mint leavesHeart notes Spicy woody notesBase notes Crystal amber, vanilla guaiacwood, olibanum, patchouli, sandalwood, moos"," Platinum"
"10003179","Gini and Jony Girls Blue Solid Jacket","Gini and Jony","Girls","1189","Blue solid jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem","Blue"
"10003821","Homesake GoldToned Solid Handcrafted Table Lamp with Shade","Homesake","Unisex","1836","Type Handcrafted Table Lamp with ShadeColour GoldTonedPattern SolidShape FrustumShade material FabricBase material AluminiumSwitch Type Toggle Button"," Gold"
"10017017","Campus Sutra Men Black Solid Round Neck Faux Leather Tshirt","Campus Sutra","Men","699","Black solid Tshirt, has a round neck, and long sleeves with faux leather detail"," Black"
"10012721","MIAH Decor Set of 3 Blue  OffWhite Handpainted Kitchen Storage Jars with Lids","MIAH Decor","Unisex","3116","Type  Set of 3 Blue  OffWhite Handpainted Kitchen Storage Jars with LidsPattern PrintedFinish GlossyMaterial Ceramic","Blue"
"10003341","Gini and Jony Girls PeachColoured Floral Embroidered Fit  Flare Dress","Gini and Jony","Girls","1484","PeachColoured net embroidered woven fit and flare dress with embellished detail, has a round neck, short sleeves, concealed zip closure, tieup on the back, attached lining and flared hem"," Red"
"10013417","SEJ by Nisha Gupta Blue  Green Printed Wooden Open Dry Bin","SEJ by Nisha Gupta","Unisex","999","Set content 1 open dry binColour Blue and greenPattern Floral printShape Rectangular","Blue"
"10017923","Parx Men Blue Slim Fit Checked Casual Shirt","Parx","Men","859","Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket","Blue"
"10013665","PARFAIT Plus Size Black Lace NonWired Non Padded Everyday Bra P5482","PARFAIT","Women","1679","Black lace fullcoverage everyday braNon padded and nonwired cut and sew cupsRegular straps and back closureBack style RegularFeature Side Bone"," Red"
"10017595","Parx Men Blue Slim Fit Checked Casual Shirt","Parx","Men","939","Blue checked casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket","Blue"
"10012769","SEJ by Nisha Gupta Set of 4 Multicoloured Printed Table Placemats","SEJ by Nisha Gupta","Unisex","799","Set content 4 table matsShape RectangleColourmulticolouredPattern PrintedSuitable For 4 seater tableMaterial Cotton"," Red"
"10007835","her by invictus Women Red Cushioned Loafers","her by invictus","Women","1299","A pair of round closed toe red loafers with comfort lining and foam cushioned footbed for your workfromhome needs It has regular styling, and closed backSynthetic upperFoam Cushioned footbedTextured and patterned outsole"," Red"
"10012881","JEWEL JUNCTION GoldToned  Black Round Cufflinks","JEWEL JUNCTION","Men","539","A pair of goldtoned and black round solid cufflinks"," Black"
"10013617","PARFAIT Plus Size Black Solid NonWired Non Padded Sports Bra P5542","PARFAIT","Women","1749","Black solid fullcoverage Sports bra with mesh detailNon Padded and NonWired cut and sew cupsRegular straps and back closureBack style RegularFeature All Day Comfort"," Red"
"10007811","her by invictus Women Tan Brown Cushioned Slipon Shoes","her by invictus","Women","949","A pair of pointed closed toe tan brown slipon shoes with cushioned footbed and comfortable lining, has regular styling, and closed backSynthetic upperFoam Cushioned footbedTextured and patterned outsole"," Brown"
"10017427","DKNY Unisex Black Medium Trolley Bag","DKNY","Unisex","13320","Black solid medium trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, zip lining, two compression straps with click clasps and one zip pocketOne exterior zip pocketWarranty 5 yearsWarranty provided by Brand Owner  Manufacturer"," Black"
"10017899","Parx Men Yellow  OffWhite Slim Fit Checked Casual Shirt","Parx","Men","647","Yellow and offwhite checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"," Yellow"
"10017369","Storyhome Mauve  Grey Geometric 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers","Storyhome","Unisex","1799","Set content 1 King bedsheet with 2 pillow coversQuality FineThread count 210Colour Mauve and GreyPattern Geometric"," Grey"
"10017671","Parx Men Blue  OffWhite Slim Fit Printed Casual Shirt","Parx","Men","779","Blue and offwhite printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket","Blue"
"10007595","her by invictus Women Green Cushioned SlipOns","her by invictus","Women","1999","A pair of pointed toe green slipons with cushioned footbed, has regular styling, slipon detailSynthetic Suede upperFoam cushioned footbedTextured and patterned outsole"," Green"
"10004343","Park Avenue Women Blue Skinny Fit MidRise Clean Look Jeans","Park Avenue","Women","569","Blue dark wash fivepocket midrise jeans, clean look with light fade, has a button and zip closure, waistband with belt loops","Blue"
"10007683","Roadster Women Black Textured Open Toe Flats","Roadster","Women","1699","A pair of black opentoed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty 1 monthWarranty provided by brandmanufacturer"," Red"
"10007801","her by invictus Women Black Textured Cushioned Flats","her by invictus","Women","944","A pair of black pointed toe cushioned flats, has regular styling, slipon detailSynthetic upperCushioned footbedTextured and patterned outsole"," Red"
"10002181","US Polo Assn Denim Co Men Navy Blue Solid Bomber Jacket","US Polo Assn Denim Co","Men","3499","Navy solid bomber jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and attached lining with 3 inner pockets","Blue"
"10012783","SEJ by Nisha Gupta Set of 6 Pink Printed Table Placemats","SEJ by Nisha Gupta","Unisex","899","Set content 6 table mats Shape Rectangle Colour Pink and multicoloured Pattern Printed Suitable For 6 seater table Material Cotton "," Pink"
"10003387","Gini and Jony Girls Navy Blue Washed Denim Jacket","Gini and Jony","Girls","1329","Navy Blue washed denim jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem, and unlined","Blue"
"10004053","Sweet Dreams Men Navy Blue Solid StraightFit Trackpants","Sweet Dreams","Men","699","Navy blue solid straightfit trackpant, has an elasticated waistband with a drawstring fastening, two pockets","Blue"
"10017211","Kazo Women Yellow Floral Print Shirt Dress","Kazo","Women","1345","Yellow printed woven shirt dress, has a mandarin collar, long sleeves, button closure,, tulip hem"," Yellow"
"10003299","Gini and Jony Boys Red  Grey Melange Solid Varsity Jacket with Applique Detail","Gini and Jony","Boys","649","Red and Grey Melange solid varsity jacket, has a stand collar, snap button closure, long sleeves, straight hem, unlined"," Red"
"10013569","PARFAIT Plus Size Beige Solid Underwired Lightly Padded Plunge Bra 2801","PARFAIT","Women","1189","Beige solid mediumcoverage Plunge bra Lightly Padded and Underwired seamless cups Regular straps and back closure Back style Regular Feature All Day Comfort"," Red"
"10017835","Parx Men Blue Slim Fit Checked Casual Shirt","Parx","Men","839","Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket","Blue"
"10017771","Parx Men Black  Red Slim Fit Checked Casual Shirt","Parx","Men","577","Black and red checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"," Red"
"10006019","ID Men Tan Brown Formal Leather Oxfords","ID","Men","1432","A pair of tan brown squaretoed formal oxfords, has central laceupsLeather upperCushioned footbedTextured TPU outsole, has a stacked heelWarranty 3 months against manufacturing defect onlyWarranty provided by the brand owner  manufacturer"," Brown"
"10002825","Stylo Bug Girls Turquoise Blue ALine Dress","Stylo Bug","Girls","698","Turquoise Blue printed woven Aline dress, has a round neck, sleeveless, concealed zip closure,, flared hem","Blue"
"10013703","PARFAIT Plus Size Women Black  Red Printed Lace Detail Hipster Brief 2805","PARFAIT","Women","899","Black and red printed lowrise hipster briefs with lace detail, has an inner elasticated waistband with lace detail, double layered gusset"," Red"
"10012875","JEWEL JUNCTION GoldToned Geometric Cufflinks","JEWEL JUNCTION","Men","539","A pair of goldtoned geometric textured cufflinksComes in a signature JEWEL JUNCTION case"," Gold"
"10015997","Tokyo Talkies Women Black  Red Floral Print Fit and Flare Dress","Tokyo Talkies","Women","499","Black and Red printed woven fit and flare S, has a round neck, threequarter sleeves, concealed zip closure, and flared hem"," Red"
"10013055","Sera Women Black Printed Loose Fit Regular Shorts","Sera","Women","547","Black and pink printed above knee length midriserise regular shorts, has two pockets"," Black"
"10003213","Gini and Jony Boys Black  Grey Embroidered Regular Fit Shorts","Gini and Jony","Boys","839","Black and grey embroidered, has a partially elasticated waistband, hook and bar closure, 4 pockets"," Red"
"10014775","AccessHer GoldPlated  Black Multistrand Head Chain","AccessHer","Women","559","Goldplated and black multistranded head chain Secured with insert closure"," Black"
"1000745","ahilya Sterling Silver Statement Ring","ahilya","Women","3875","Sterling silver ring, has a circular detail with multiple teardropshaped patterns"," Silver"
"10009685","SPYKAR Women Blue Alexa Super Skinny Fit HighRise Clean Look Stretchable Cropped Jeans","SPYKAR","Women","1214","Blue medium wash 5pocket highrise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops","Blue"
"10012429","FIDO DIDO Men Grey  Black Printed Colourblocked Polo Collar Tshirt","FIDO DIDO","Men","599","Black and grey colourblocked printed Tshirt, has a round neck, short sleeves"," Black"
"10017723","Parx Men Pink Slim Fit Solid Casual Shirt","Parx","Men","739","Pink solid casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"," Pink"
"10017855","Parx Men Navy Blue Slim Fit Printed Casual Shirt","Parx","Men","739","Navy Blue printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket","Blue"
"10013025","Sera Women White Self Design Top","Sera","Women","714","White selfdesign knitted regular  top, has a round neck, sleeveless, and concealed zip closure"," White"
"10006003","ID Men Grey Solid Thong FlipFlops","ID","Men","1685","A pair of grey solid flip flopsSynthetic upper materialCushioned footbedPatterned synthetic outsoleWarranty 3 monthsWarranty provided by brandmanufacturer"," Grey"
"10012841","JEWEL JUNCTION SilverToned Geometric Cufflinks","JEWEL JUNCTION","Men","539","A pair of silvertoned geometric solid cufflinksComes in a signature JEWEL JUNCTION case"," Silver"
"10017423","DKNY Unisex Gold  White Printed Cabin Trolley Bag","DKNY","Unisex","14400","Gold and white printed cabin trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, zip lining, two compression straps with click clasps, one zip compartment on the flap with three zip pocketsWarranty 5 yearsWarranty provided by Brand Owner  Manufacturer"," White"
"10000599","Parx Men Khaki Slim Fit Solid Regular Trousers","Parx","Men","839","Khaki solid midrise regular trousers, has a button closure, four pockets"," Khaki"
"10013641","PARFAIT Plus Size Blue Lace Underwired Lightly Padded Plunge Bra P5351","PARFAIT","Women","1749","Blue lace halfcoverage Plunge bra Lightly Padded and Underwired seamless cups Regular straps and back closure Back style Regular Feature All Day Comfort","Blue"
"10000657","Lady Lyka Women Peach and Burgundy Pack of 2 Everyday Bras ENTIZER11PCHWHN","Lady Lyka","Women","510","Pack of 2Peach and Burgundy solid mediumcoverage Everyday braNon Padded and NonWired seamless cupsRegular straps and back closureBack style RegularFeature All Day Comfort"," Burgundy"
"10005937","Difference of Opinion Men Olive Green Printed Round Neck Tshirt","Difference of Opinion","Men","499","Tshirt"," Green"
"10003809","Homesake GoldToned  White Solid Handcrafted Table Lamp with Shade","Homesake","Unisex","1732","Type Handcrafted Table Lamp with ShadeColour GoldToned and whitePattern SolidShape FrustumShade material FabricBase material AluminiumBulb Holder Type E27Switch Type Toggle ButtonComes with bulb"," White"
"10006069","ID Men Black Leather Formal Derbys","ID","Men","1627","A pair of black roundtoed formal derbys, has central laceupsLeather upperCushioned footbedTextured PU outsole, has a stacked heelWarranty 3 months against manufacturing defect onlyWarranty provided by the brand owner  manufacturer"," Black"
"10017501","Soie Brown Underwired Non Padded full coverage Everyday Bra FB610CRIMSON","Soie","Women","693","Brown fullcoverage Everyday bra Non Padded and Flexible Underwired seamless three layered cupsCushioned front straps with lace and back closureSandwiched brushed layer for no show apex"," Red"
"10002079","GAS Women Navy Blue Regular Fit MidRise Clean Look Stretchable Jeans","GAS","Women","3595","Navy Blue dark wash 5pocket midrise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops","Blue"
"10003807","Homesake GoldToned  Navy Blue Solid Handcrafted Table Lamp with Shade","Homesake","Unisex","1890","Type Handcrafted Table Lamp with ShadeColour GoldToned and navy bluePattern SolidShape FrustumShade material FabricBase material AluminiumBulb Holder Type E27Switch Type Toggle ButtonComes with bulb","Blue"
"10004165","HIGHLANDER Men Navy Blue  Grey Slim Fit Striped Regular Trousers","HIGHLANDER","Men","1299","Navy Blue and grey striped midrise regular trousers, has a button closure, four pockets","Blue"
"10013269","WITH Men Black Slim Fit Solid Casual Shirt","WITH","Men","684","Black solid casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"," Black"
"10006075","ID Men Black Leather Formal Derbys","ID","Men","2685","A pair of black roundtoed formal derbys, has central laceupsLeather upper, has a textured detailCushioned footbedTextured PU outsole, has a stacked heelWarranty 3 months against manufacturing defect onlyWarranty provided by the brand owner  manufacturer"," Black"
